filename,cloud_shadow,double_plant,planter_skip,standing_water,waterway,weed_cluster
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_768-380-1280-892.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_1609-506-2121-1018.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_1792-892-2304-1404.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_2121-506-2633-1018.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_2304-892-2816-1404.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_2816-380-3328-892.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_3145-2042-3657-2554.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_3145-2554-3657-3066.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_3328-1404-3840-1916.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_3657-1530-4169-2042.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_3657-2042-4169-2554.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_4169-1018-4681-1530.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_4681-506-5193-1018.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_4681-1018-5193-1530.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_5193-506-5705-1018.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_6886-1001-7398-1513.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_6886-1513-7398-2025.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_6886-2025-7398-2537.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_6886-2537-7398-3049.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/1DJX4RH9N_6972-614-7484-1126.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_690-4350-1202-4862.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_690-5374-1202-5886.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_738-5026-1250-5538.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_738-7586-1250-8098.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_1202-4350-1714-4862.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_1202-5374-1714-5886.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_1250-8098-1762-8610.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_1714-4862-2226-5374.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_1762-5538-2274-6050.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_1762-7586-2274-8098.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_1762-8098-2274-8610.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_2226-4862-2738-5374.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_2274-5538-2786-6050.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_2274-8098-2786-8610.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_2786-5538-3298-6050.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_2786-7074-3298-7586.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_2786-7586-3298-8098.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_2786-8098-3298-8610.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_3298-5538-3810-6050.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_3298-6050-3810-6562.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_3298-6562-3810-7074.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_3298-7074-3810-7586.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_3298-7586-3810-8098.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_3810-6050-4322-6562.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/7U38VPTKA_3810-6562-4322-7074.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_1571-4980-2083-5492.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_1571-5492-2083-6004.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_1571-6004-2083-6516.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_1571-6516-2083-7028.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_1571-7028-2083-7540.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_1571-7540-2083-8052.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_1571-8052-2083-8564.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_2083-4980-2595-5492.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_2083-7540-2595-8052.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_2083-8052-2595-8564.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_2595-3444-3107-3956.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_2595-3956-3107-4468.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_2595-4468-3107-4980.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_2595-4980-3107-5492.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_2595-5492-3107-6004.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_3107-2932-3619-3444.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_3107-4980-3619-5492.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_3107-5492-3619-6004.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_3619-2420-4131-2932.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_3619-2932-4131-3444.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_3619-4980-4131-5492.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_3619-8052-4131-8564.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_4131-2420-4643-2932.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_4131-2932-4643-3444.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/8R66AIU1G_4131-7540-4643-8052.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_829-4136-1341-4648.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_829-4648-1341-5160.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_829-5160-1341-5672.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_829-5672-1341-6184.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_829-6184-1341-6696.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_1341-3624-1853-4136.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_1341-4136-1853-4648.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_1493-1604-2005-2116.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_1853-1576-2365-2088.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_1853-2088-2365-2600.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_1853-3624-2365-4136.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_2005-2628-2517-3140.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_2005-4164-2517-4676.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_2188-2343-2700-2855.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_2188-2855-2700-3367.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_2365-3624-2877-4136.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_2517-1604-3029-2116.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_2517-2116-3029-2628.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_2517-2628-3029-3140.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_2517-3140-3029-3652.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_2877-1064-3389-1576.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_2877-4136-3389-4648.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_3029-1604-3541-2116.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_3029-3652-3541-4164.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_3029-4676-3541-5188.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_3029-5188-3541-5700.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_3541-580-4053-1092.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_3541-1092-4053-1604.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_3541-1604-4053-2116.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_3541-4164-4053-4676.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_3541-4676-4053-5188.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_4053-580-4565-1092.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_4053-3652-4565-4164.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_4053-4164-4565-4676.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_4565-580-5077-1092.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_4565-1092-5077-1604.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_4565-3140-5077-3652.png,1.0,0.0,0.0,0.0,0.0,0.0
dataset/Agriculture-Vision/train/labels/cloud_shadow/393VYUQ83_4565-3652-5077-4164.png,1.0,0.0,0.0,0.0,0.0,0.0
